count,latitude,longitude,found_country,place,country_name,continent
18,,,True,Stratford-upon-Avon,England,Europe
1,,,True,"Shottery, Warwickshire",England,Europe
2,,,True,Died in childbirth,England,Europe
1,,,True,Unmarried,England,Europe
